"source","variant","age_band","age_from","age_to","living_arrangement","payment_category","payment_category_share","income_lower","income_upper","weighted_mean_income","income_bin_share","weighted_n","base_income_year","income_growth_default","caveat_flags"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","70-74",70,75,"single_sharing","single_sharing",0.107368053553029,50000,75000,61586.8060201707,0.0563078804822645,0.00604566752707736,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","70-74",70,75,"single_sharing","single_sharing",0.107368053553029,75000,1e+05,86566.3655192878,0.0294426000349467,0.00316119465729258,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","70-74",70,75,"single_sharing","single_sharing",0.107368053553029,100000,150000,121470.017342419,0.0256421457277651,0.00275314727571327,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","70-74",70,75,"single_sharing","single_sharing",0.107368053553029,150000,250000,216540.211428571,0.0214048575921719,0.00229819789625129,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","70-74",70,75,"single_sharing","single_sharing",0.107368053553029,250000,Inf,0,0,0,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","75+",75,120,"couple","couple",0.489513221373828,0,500,0,0.187374043948039,0.091722071854846,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","75+",75,120,"couple","couple",0.489513221373828,500,1000,631.419999999998,0.0626684472502125,0.0306770334919473,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","75+",75,120,"couple","couple",0.489513221373828,1000,2000,1631.42,0.0349399053053296,0.0171035456005084,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","75+",75,120,"couple","couple",0.489513221373828,2000,5000,3981.57197568389,0.11982517907005,0.0586560094082759,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","75+",75,120,"couple","couple",0.489513221373828,5000,10000,7669.67523732416,0.239917445671968,0.117442761694665,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","75+",75,120,"couple","couple",0.489513221373828,10000,15000,12370.1418045113,0.0904212698798106,0.0442624070995784,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","75+",75,120,"couple","couple",0.489513221373828,15000,20000,17454.1346814404,0.0525919630933592,0.0257444612722038,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","75+",75,120,"couple","couple",0.489513221373828,20000,30000,24676.6986915205,0.0664319533810853,0.0325193195017311,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","75+",75,120,"couple","couple",0.489513221373828,30000,50000,39275.6887747036,0.0675731455627049,0.0330779481627623,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","75+",75,120,"couple","couple",0.489513221373828,50000,75000,60716.9762668464,0.0360325361175185,0.0176384028291553,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","75+",75,120,"couple","couple",0.489513221373828,75000,1e+05,86020.3088888889,0.0161709360203958,0.00791588698397401,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","75+",75,120,"couple","couple",0.489513221373828,100000,150000,121199.841052632,0.0138399902877261,0.00677485822952731,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","75+",75,120,"couple","couple",0.489513221373828,150000,250000,214121.069105368,0.0122131844118004,0.00597851524465305,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","75+",75,120,"couple","couple",0.489513221373828,250000,Inf,0,0,0,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","75+",75,120,"single_living_alone","single_living_alone",0.32899032373902,0,500,85.8165443361091,0.580235522641738,0.190891872438785,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","75+",75,120,"single_living_alone","single_living_alone",0.32899032373902,500,1000,0,0,0,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","75+",75,120,"single_living_alone","single_living_alone",0.32899032373902,1000,2000,1409.66,0.0363967463882481,0.0119741773773168,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","75+",75,120,"single_living_alone","single_living_alone",0.32899032373902,2000,5000,3291.43172061329,0.0712638096394318,0.0234451038041526,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","75+",75,120,"single_living_alone","single_living_alone",0.32899032373902,5000,10000,7188.4210619469,0.0713366516935778,0.0234690681351279,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","75+",75,120,"single_living_alone","single_living_alone",0.32899032373902,10000,15000,12275.0550953678,0.044555056452592,0.0146581824465486,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","75+",75,120,"single_living_alone","single_living_alone",0.32899032373902,15000,20000,17312.4769014084,0.0344785722957387,0.0113431166616343,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","75+",75,120,"single_living_alone","single_living_alone",0.32899032373902,20000,30000,24460.3600545851,0.044482214398446,0.0146342181155733,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","75+",75,120,"single_living_alone","single_living_alone",0.32899032373902,30000,50000,38930.3782320442,0.0527376472016511,0.0173501756261054,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","75+",75,120,"single_living_alone","single_living_alone",0.32899032373902,50000,75000,60749.8542291128,0.0281898749544737,0.00927419608743481,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","75+",75,120,"single_living_alone","single_living_alone",0.32899032373902,75000,1e+05,86120.2827106227,0.0132572538545587,0.00436150823750164,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","75+",75,120,"single_living_alone","single_living_alone",0.32899032373902,100000,150000,123575.39556797,0.0130387276921209,0.00428961524457579,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","75+",75,120,"single_living_alone","single_living_alone",0.32899032373902,150000,250000,219909.16,0.0100279227874226,0.00329908956426406,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","75+",75,120,"single_living_alone","single_living_alone",0.32899032373902,250000,Inf,0,0,0,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","75+",75,120,"single_sharing","single_sharing",0.181496454887151,0,500,0,0.404807575573631,0.0734711398780766,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","75+",75,120,"single_sharing","single_sharing",0.181496454887151,500,1000,814.139999999999,0.0295253126138157,0.00535873956884244,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","75+",75,120,"single_sharing","single_sharing",0.181496454887151,1000,2000,1814.14,0.0243535267694549,0.0044200787726554,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","75+",75,120,"single_sharing","single_sharing",0.181496454887151,2000,5000,3311.79074393109,0.186038606288697,0.0337653475135451,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","75+",75,120,"single_sharing","single_sharing",0.181496454887151,5000,10000,7552.86180451128,0.0904212698798106,0.01641113992958,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","75+",75,120,"single_sharing","single_sharing",0.181496454887151,10000,15000,12636.8546814404,0.0525919630933592,0.0095452548570006,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","75+",75,120,"single_sharing","single_sharing",0.181496454887151,15000,20000,17746.9184891165,0.0379264295253126,0.00688351250537162,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","75+",75,120,"single_sharing","single_sharing",0.181496454887151,20000,30000,24843.6516335434,0.0500910525676824,0.00909134846260029,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","75+",75,120,"single_sharing","single_sharing",0.181496454887151,30000,50000,39456.75019879,0.056185504431225,0.0101974698703137,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","75+",75,120,"single_sharing","single_sharing",0.181496454887151,50000,75000,61096.266607717,0.0302051717858444,0.00548213159838816,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","75+",75,120,"single_sharing","single_sharing",0.181496454887151,75000,1e+05,86402.990174216,0.0139371130265873,0.00252953660568714,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","75+",75,120,"single_sharing","single_sharing",0.181496454887151,100000,150000,122321.687169811,0.0128687628991138,0.00233563484497245,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","75+",75,120,"single_sharing","single_sharing",0.181496454887151,150000,250000,215784.015824176,0.0110477115454656,0.00200512048011785,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
"IRD taxable income, MSD OIA payment mix, Stats NZ living-arrangement age gradient","statsnz_age_msd_calibrated_clipped","75+",75,120,"single_sharing","single_sharing",0.181496454887151,250000,Inf,0,0,0,2024,"wage","public_source_proxy;taxable_income;payment_category_independence;negative_residuals_clipped"
