"year","age","sex","population"
2040,24,"female",35683.3002573956
2040,25,"female",36745.1666513482
2040,26,"female",37238.0818312017
2040,27,"female",38761.3404777905
2040,28,"female",39438.4043671906
2040,29,"female",40028.6567345554
2040,30,"female",40671.1067584242
2040,31,"female",40285.0732692299
2040,32,"female",41476.0544315582
2040,33,"female",40988.4931838132
2040,34,"female",39433.2795889527
2040,35,"female",39240.1848827335
2040,36,"female",39693.3314992055
2040,37,"female",39314.6770590154
2040,38,"female",39826.5692150479
2040,39,"female",40959.8487923831
2040,40,"female",41663.01429267
2040,41,"female",40479.1179504882
2040,42,"female",41877.2467252022
2040,43,"female",42480.0917364316
2040,44,"female",42854.4645062119
2040,45,"female",44008.7911981079
2040,46,"female",44364.7126571853
2040,47,"female",45654.8246873021
2040,48,"female",46047.0320029386
2040,49,"female",46384.5932506837
2040,50,"female",45489.4571601013
2040,51,"female",43701.3000782562
2040,52,"female",42602.2110719604
2040,53,"female",40266.6749411111
2040,54,"female",38547.1095072168
2040,55,"female",37821.8702180531
2040,56,"female",36424.4911690489
2040,57,"female",35657.1121200448
2040,58,"female",34523.7414433392
2040,59,"female",33237.315249532
2040,60,"female",32476.4127906935
2040,61,"female",31793.7007403272
2040,62,"female",30598.0735101075
2040,63,"female",30555.8169565933
2040,64,"female",30103.4483729624
2040,65,"female",31073.5727726087
2040,66,"female",31959.2000028284
2040,67,"female",32633.4816732382
2040,68,"female",33264.3224983184
2040,69,"female",33447.8963045113
2040,70,"female",31815.7507240175
2040,71,"female",31526.5004497272
2040,72,"female",30505.7925855103
2040,73,"female",29784.3559263299
2040,74,"female",28694.741254558
2040,75,"female",28631.3944125886
2040,76,"female",28962.8729332618
2040,77,"female",29020.7985784885
2040,78,"female",28190.9106086053
2040,79,"female",26693.3702916067
2040,80,"female",24914.4002698602
2040,81,"female",23817.3154497137
2040,82,"female",22243.7835050137
2040,83,"female",20784.8483903275
2040,84,"female",19338.4221965203
2040,85,"female",17689.8859718868
2040,86,"female",16125.7372623402
2040,87,"female",14344.0063743022
2040,88,"female",12823.8451063077
2040,89,"female",11167.1456143893
2040,90,"female",9979.41959524821
2040,91,"female",8278.9850291425
2040,92,"female",7127.36617122131
2040,93,"female",5884.19862400294
2040,94,"female",3990.66667930289
2040,95,"female",10024.5002292454
2041,0,"female",33084.2432281273
2041,1,"female",32940.0941818649
2041,2,"female",32886.4768523301
2041,3,"female",32907.5402857855
2041,4,"female",32990.9441007359
2041,5,"female",33087.6734109188
2041,6,"female",33251.7156998891
2041,7,"female",33778.7306351748
2041,8,"female",34006.3902536798
2041,9,"female",34270.43254265
2041,10,"female",34631.0069732319
2041,11,"female",34970.2617419199
2041,12,"female",35395.5789091967
2041,13,"female",35714.5154757413
2041,14,"female",36165.7903540478
2041,15,"female",32273.2667519566
2041,16,"female",32602.1526287651
2041,17,"female",32399.328548282
2041,18,"female",32468.235355837
2041,19,"female",35236.8688652806
2041,20,"female",35006.3348437508
2041,21,"female",34870.8688815255
2041,22,"female",35240.707613531
2041,23,"female",35319.3829844675
2041,24,"female",36213.3002573956
2041,25,"female",36355.1666513482
2041,26,"female",37368.0818312017
2041,27,"female",37961.3404777905
2041,28,"female",39498.4043671906
2041,29,"female",40178.6567345554
2041,30,"female",40751.1067584242
2041,31,"female",41345.0732692299
2041,32,"female",40956.0544315582
2041,33,"female",42138.4931838132
2041,34,"female",41613.2795889527
2041,35,"female",39990.1848827335
2041,36,"female",39823.3314992055
2041,37,"female",40244.6770590154
2041,38,"female",39816.5692150479
2041,39,"female",40299.8487923831
2041,40,"female",41343.01429267
2041,41,"female",42029.1179504882
2041,42,"female",40817.2467252022
2041,43,"female",42170.0917364316
2041,44,"female",42704.4645062119
2041,45,"female",42978.7911981079
2041,46,"female",44104.7126571853
2041,47,"female",44414.8246873021
2041,48,"female",45657.0320029386
2041,49,"female",46004.5932506837
2041,50,"female",46299.4571601013
2041,51,"female",45421.3000782562
2041,52,"female",43622.2110719604
2041,53,"female",42536.6749411111
2041,54,"female",40207.1095072168
2041,55,"female",38511.8702180531
2041,56,"female",37784.4911690489
2041,57,"female",36407.1121200448
2041,58,"female",35653.7414433392
2041,59,"female",34547.315249532
2041,60,"female",33266.4127906935
2041,61,"female",32503.7007403272
2041,62,"female",31808.0735101075
2041,63,"female",30605.8169565933
2041,64,"female",30533.4483729624
2041,65,"female",30033.5727726087
2041,66,"female",30989.2000028284
2041,67,"female",31853.4816732382
2041,68,"female",32504.3224983184
2041,69,"female",33117.8963045113
2041,70,"female",33255.7507240175
2041,71,"female",31616.5004497272
2041,72,"female",31295.7925855103
2041,73,"female",30254.3559263299
2041,74,"female",29504.741254558
2041,75,"female",28381.3944125886
2041,76,"female",28272.8729332618
2041,77,"female",28550.7985784885
2041,78,"female",28550.9106086053
2041,79,"female",27653.3702916067
2041,80,"female",26104.4002698602
2041,81,"female",24267.3154497137
2041,82,"female",23093.7835050137
2041,83,"female",21474.8483903275
2041,84,"female",19928.4221965203
2041,85,"female",18389.8859718868
2041,86,"female",16675.7372623402
2041,87,"female",15024.0063743022
2041,88,"female",13203.8451063077
2041,89,"female",11637.1456143893
2041,90,"female",9959.41959524821
2041,91,"female",8728.9850291425
2041,92,"female",7087.36617122131
2041,93,"female",5964.19862400294
2041,94,"female",4810.66667930289
2041,95,"female",10634.5002292454
2042,0,"female",33274.2432281273
2042,1,"female",33150.0941818649
2042,2,"female",33116.4768523301
2042,3,"female",33127.5402857855
2042,4,"female",33200.9441007359
2042,5,"female",33287.6734109188
2042,6,"female",33421.7156998891
2042,7,"female",33918.7306351748
2042,8,"female",34096.3902536798
2042,9,"female",34340.43254265
2042,10,"female",34671.0069732319
2042,11,"female",34990.2617419199
2042,12,"female",35405.5789091967
2042,13,"female",35724.5154757413
2042,14,"female",36195.7903540478
2042,15,"female",32323.2667519566
2042,16,"female",32672.1526287651
2042,17,"female",32959.328548282
2042,18,"female",32658.235355837
2042,19,"female",32686.8688652806
2042,20,"female",35346.3348437508
2042,21,"female",35070.8688815255
2042,22,"female",34960.707613531
2042,23,"female",35399.3829844675
2042,24,"female",35653.3002573956
2042,25,"female",36895.1666513482
2042,26,"female",36998.0818312017
2042,27,"female",38101.3404777905
2042,28,"female",38708.4043671906
2042,29,"female",40238.6567345554
2042,30,"female",40911.1067584242
2042,31,"female",41435.0732692299
2042,32,"female",42016.0544315582
2042,33,"female",41618.4931838132
2042,34,"female",42773.2795889527
2042,35,"female",42170.1848827335
2042,36,"female",40573.3314992055
2042,37,"female",40384.6770590154
2042,38,"female",40756.5692150479
2042,39,"female",40289.8487923831
2042,40,"female",40673.01429267
2042,41,"female",41709.1179504882
2042,42,"female",42367.2467252022
2042,43,"female",41110.0917364316
2042,44,"female",42394.4645062119
2042,45,"female",42828.7911981079
2042,46,"female",43084.7126571853
2042,47,"female",44164.8246873021
2042,48,"female",44417.0320029386
2042,49,"female",45614.5932506837
2042,50,"female",45919.4571601013
2042,51,"female",46231.3000782562
2042,52,"female",45342.2110719604
2042,53,"female",43546.6749411111
2042,54,"female",42467.1095072168
2042,55,"female",40171.8702180531
2042,56,"female",38484.4911690489
2042,57,"female",37767.1121200448
2042,58,"female",36403.7414433392
2042,59,"female",35677.315249532
2042,60,"female",34576.4127906935
2042,61,"female",33283.7007403272
2042,62,"female",32518.0735101075
2042,63,"female",31815.8169565933
2042,64,"female",30583.4483729624
2042,65,"female",30473.5727726087
2042,66,"female",29969.2000028284
2042,67,"female",30903.4816732382
2042,68,"female",31734.3224983184
2042,69,"female",32367.8963045113
2042,70,"female",32925.7507240175
2042,71,"female",33056.5004497272
2042,72,"female",31395.7925855103
2042,73,"female",31044.3559263299
2042,74,"female",29974.741254558
2042,75,"female",29191.3944125886
2042,76,"female",28042.8729332618
2042,77,"female",27880.7985784885
2042,78,"female",28100.9106086053
2042,79,"female",28013.3702916067
2042,80,"female",27054.4002698602
2042,81,"female",25437.3154497137
2042,82,"female",23543.7835050137
2042,83,"female",22314.8483903275
2042,84,"female",20598.4221965203
2042,85,"female",18969.8859718868
2042,86,"female",17355.7372623402
2042,87,"female",15544.0063743022
2042,88,"female",13833.8451063077
2042,89,"female",11987.1456143893
2042,90,"female",10379.4195952482
2042,91,"female",8718.9850291425
2042,92,"female",7477.36617122131
2042,93,"female",5944.19862400294
2042,94,"female",4880.66667930289
2042,95,"female",11774.5002292454
2043,0,"female",33434.2432281273
2043,1,"female",33340.0941818649
2043,2,"female",33326.4768523301
2043,3,"female",33357.5402857855
2043,4,"female",33430.9441007359
2043,5,"female",33497.6734109188
2043,6,"female",33611.7156998891
2043,7,"female",34078.7306351748
2043,8,"female",34236.3902536798
2043,9,"female",34440.43254265
2043,10,"female",34741.0069732319
2043,11,"female",35040.2617419199
2043,12,"female",35435.5789091967
2043,13,"female",35744.5154757413
2043,14,"female",36205.7903540478
2043,15,"female",32343.2667519566
2043,16,"female",32722.1526287651
2043,17,"female",33039.328548282
2043,18,"female",33218.235355837
2043,19,"female",32876.8688652806
2043,20,"female",32796.3348437508
2043,21,"female",35410.8688815255
2043,22,"female",35150.707613531
2043,23,"female",35129.3829844675
2043,24,"female",35733.3002573956
2043,25,"female",36335.1666513482
2043,26,"female",37528.0818312017
2043,27,"female",37721.3404777905
2043,28,"female",38848.4043671906
2043,29,"female",39458.6567345554
2043,30,"female",40971.1067584242
2043,31,"female",41585.0732692299
2043,32,"female",42106.0544315582
2043,33,"female",42688.4931838132
2043,34,"female",42253.2795889527
2043,35,"female",43330.1848827335
2043,36,"female",42763.3314992055
2043,37,"female",41134.6770590154
2043,38,"female",40896.5692150479
2043,39,"female",41229.8487923831
2043,40,"female",40673.01429267
2043,41,"female",41049.1179504882
2043,42,"female",42057.2467252022
2043,43,"female",42660.0917364316
2043,44,"female",41334.4645062119
2043,45,"female",42528.7911981079
2043,46,"female",42944.7126571853
2043,47,"female",43144.8246873021
2043,48,"female",44167.0320029386
2043,49,"female",44384.5932506837
2043,50,"female",45539.4571601013
2043,51,"female",45861.3000782562
2043,52,"female",46152.2110719604
2043,53,"female",45266.6749411111
2043,54,"female",43487.1095072168
2043,55,"female",42431.8702180531
2043,56,"female",40134.4911690489
2043,57,"female",38467.1121200448
2043,58,"female",37763.7414433392
2043,59,"female",36427.315249532
2043,60,"female",35696.4127906935
2043,61,"female",34593.7007403272
2043,62,"female",33298.0735101075
2043,63,"female",32525.8169565933
2043,64,"female",31793.4483729624
2043,65,"female",30523.5727726087
2043,66,"female",30399.2000028284
2043,67,"female",29883.4816732382
2043,68,"female",30794.3224983184
2043,69,"female",31607.8963045113
2043,70,"female",32195.7507240175
2043,71,"female",32736.5004497272
2043,72,"female",32825.7925855103
2043,73,"female",31144.3559263299
2043,74,"female",30764.741254558
2043,75,"female",29661.3944125886
2043,76,"female",28842.8729332618
2043,77,"female",27660.7985784885
2043,78,"female",27440.9106086053
2043,79,"female",27573.3702916067
2043,80,"female",27414.4002698602
2043,81,"female",26377.3154497137
2043,82,"female",24693.7835050137
2043,83,"female",22754.8483903275
2043,84,"female",21408.4221965203
2043,85,"female",19619.8859718868
2043,86,"female",17905.7372623402
2043,87,"female",16194.0063743022
2043,88,"female",14333.8451063077
2043,89,"female",12577.1456143893
2043,90,"female",10709.4195952482
2043,91,"female",9098.9850291425
2043,92,"female",7477.36617122131
2043,93,"female",6274.19862400294
2043,94,"female",4870.66667930289
2043,95,"female",12704.5002292454
2044,0,"female",33564.2432281273
2044,1,"female",33500.0941818649
2044,2,"female",33526.4768523301
2044,3,"female",33577.5402857855
2044,4,"female",33660.9441007359
2044,5,"female",33727.6734109188
2044,6,"female",33831.7156998891
2044,7,"female",34278.7306351748
2044,8,"female",34406.3902536798
2044,9,"female",34580.43254265
2044,10,"female",34851.0069732319
2044,11,"female",35110.2617419199
2044,12,"female",35475.5789091967
2044,13,"female",35774.5154757413
2044,14,"female",36225.7903540478
2044,15,"female",32363.2667519566
2044,16,"female",32752.1526287651
2044,17,"female",33089.328548282
2044,18,"female",33298.235355837
2044,19,"female",33436.8688652806
2044,20,"female",32986.3348437508
2044,21,"female",32860.8688815255
2044,22,"female",35500.707613531
2044,23,"female",35319.3829844675
2044,24,"female",35463.3002573956
2044,25,"female",36425.1666513482
2044,26,"female",36978.0818312017
2044,27,"female",38261.3404777905
2044,28,"female",38478.4043671906
2044,29,"female",39598.6567345554
2044,30,"female",40191.1067584242
2044,31,"female",41655.0732692299
2044,32,"female",42266.0544315582
2044,33,"female",42778.4931838132
2044,34,"female",43323.2795889527
2044,35,"female",42820.1848827335
2044,36,"female",43923.3314992055
2044,37,"female",43324.6770590154
2044,38,"female",41646.5692150479
2044,39,"female",41369.8487923831
2044,40,"female",41613.01429267
2044,41,"female",41049.1179504882
2044,42,"female",41397.2467252022
2044,43,"female",42350.0917364316
2044,44,"female",42894.4645062119
2044,45,"female",41478.7911981079
2044,46,"female",42644.7126571853
2044,47,"female",43004.8246873021
2044,48,"female",43157.0320029386
2044,49,"female",44134.5932506837
2044,50,"female",44309.4571601013
2044,51,"female",45471.3000782562
2044,52,"female",45782.2110719604
