"year","age","sex","population"
2065,9,"female",36390.43254265
2065,10,"female",36861.0069732319
2065,11,"female",37310.2617419199
2065,12,"female",37825.5789091967
2065,13,"female",38254.5154757413
2065,14,"female",38815.7903540478
2065,15,"female",35043.2667519566
2065,16,"female",35492.1526287651
2065,17,"female",35879.328548282
2065,18,"female",36148.235355837
2065,19,"female",36336.8688652806
2065,20,"female",36396.3348437508
2065,21,"female",36370.8688815255
2065,22,"female",36350.707613531
2065,23,"female",36389.3829844675
2065,24,"female",36563.3002573956
2065,25,"female",37065.1666513482
2065,26,"female",37508.0818312017
2065,27,"female",38041.3404777905
2065,28,"female",38598.4043671906
2065,29,"female",39168.6567345554
2065,30,"female",39741.1067584242
2065,31,"female",40295.0732692299
2065,32,"female",40876.0544315582
2065,33,"female",41488.4931838132
2065,34,"female",42083.2795889527
2065,35,"female",42630.1848827335
2065,36,"female",43213.3314992055
2065,37,"female",43764.6770590154
2065,38,"female",44246.5692150479
2065,39,"female",44669.8487923831
2065,40,"female",44973.01429267
2065,41,"female",44779.1179504882
2065,42,"female",44917.2467252022
2065,43,"female",47730.0917364316
2065,44,"female",47594.4645062119
2065,45,"female",47518.7911981079
2065,46,"female",47874.7126571853
2065,47,"female",47824.8246873021
2065,48,"female",48357.0320029386
2065,49,"female",47774.5932506837
2065,50,"female",48049.4571601013
2065,51,"female",47831.3000782562
2065,52,"female",48502.2110719604
2065,53,"female",48356.6749411111
2065,54,"female",48117.1095072168
2065,55,"female",47971.8702180531
2065,56,"female",46874.4911690489
2065,57,"female",47347.1121200448
2065,58,"female",46193.7414433392
2065,59,"female",44057.315249532
2065,60,"female",43336.4127906935
2065,61,"female",43213.7007403272
2065,62,"female",42298.0735101075
2065,63,"female",42295.8169565933
2065,64,"female",42893.4483729624
2065,65,"female",43123.5727726087
2065,66,"female",41539.2000028284
2065,67,"female",42453.4816732382
2065,68,"female",42624.3224983184
2065,69,"female",42617.8963045113
2065,70,"female",43405.7507240175
2065,71,"female",43436.5004497272
2065,72,"female",44365.7925855103
2065,73,"female",44454.3559263299
2065,74,"female",44484.741254558
2065,75,"female",43371.3944125886
2065,76,"female",41382.8729332618
2065,77,"female",40020.7985784885
2065,78,"female",37490.9106086053
2065,79,"female",35463.3702916067
2065,80,"female",34254.4002698602
2065,81,"female",32397.3154497137
2065,82,"female",30983.7835050137
2065,83,"female",29214.8483903275
2065,84,"female",27188.4221965203
2065,85,"female",25499.8859718868
2065,86,"female",23765.7372623402
2065,87,"female",21554.0063743022
2065,88,"female",20033.8451063077
2065,89,"female",18147.1456143893
2065,90,"female",16939.4195952482
2065,91,"female",15468.9850291425
2065,92,"female",13737.3661712213
2065,93,"female",11924.1986240029
2065,94,"female",9970.66667930289
2065,95,"female",29784.5002292454
2026,0,"male",32186.9042333854
2026,1,"male",32176.139116471
2026,2,"male",31670.1786214914
2026,3,"male",32100.7832980698
2026,4,"male",34103.0950441593
2026,5,"male",35183.2255053702
2026,6,"male",34827.976647193
2026,7,"male",36022.9046246981
2026,8,"male",36033.6697416126
2026,9,"male",36647.2814057368
2026,10,"male",37279.0612796341
2026,11,"male",37871.1427099294
2026,12,"male",38129.5055158764
2026,13,"male",38840.0032322308
2026,14,"male",39259.8427918947
2026,15,"male",36685.0449279513
2026,16,"male",37298.8956476876
2026,17,"male",37417.7054644108
2026,18,"male",37982.0520938459
2026,19,"male",36912.7637433374
2026,20,"male",34636.2393492426
2026,21,"male",34111.4959920486
2026,22,"male",34022.3886295062
2026,23,"male",33289.7280930467
2026,24,"male",32834.2904622746
2026,25,"male",33905.6016856609
2026,26,"male",34519.4524053973
2026,27,"male",33846.1967772994
2026,28,"male",34905.5843097476
2026,29,"male",35539.2366656045
2026,30,"male",37557.6267204454
2026,31,"male",38547.7085264718
2026,32,"male",39418.9805157751
2026,33,"male",41032.8138595981
2026,34,"male",42389.2259338542
2026,35,"male",42876.9299858001
2026,36,"male",42570.004625932
2026,37,"male",41263.0966419771
2026,38,"male",40906.6671918076
2026,39,"male",40045.2960205647
2026,40,"male",38223.8900956837
2026,41,"male",37322.9156521997
2026,42,"male",36966.4862020302
2026,43,"male",36154.6191210886
2026,44,"male",34877.4135913145
2026,45,"male",33979.6079908992
2026,46,"male",33029.1294571138
2026,47,"male",31910.337016304
2026,48,"male",30514.3216698068
2026,49,"male",30692.5363948915
2026,50,"male",30174.5093544696
2026,51,"male",30194.3109905902
2026,52,"male",31045.7813437729
2026,53,"male",31659.6320635092
2026,54,"male",32362.5901457879
2026,55,"male",32462.3232887226
2026,56,"male",31195.0185770089
2026,57,"male",31066.3079422254
2026,58,"male",30244.5400432235
2026,59,"male",29492.0778706435
2026,60,"male",29386.5431397884
2026,61,"male",29604.3611371142
2026,62,"male",30178.6085846095
2026,63,"male",30376.6249458148
2026,64,"male",30000.3938595248
2026,65,"male",29201.9256874106
2026,66,"male",27845.5136131545
2026,67,"male",27261.3653475989
2026,68,"male",25954.4573636441
2026,69,"male",25003.9788298587
2026,70,"male",24094.4804917497
2026,71,"male",23074.6962315425
2026,72,"male",22203.4242422393
2026,73,"male",21015.3260750076
2026,74,"male",20233.1614482467
2026,75,"male",19467.6078387717
2026,76,"male",18923.0628454572
2026,77,"male",17923.0802213706
2026,78,"male",17447.8409544779
2026,79,"male",16824.0894166813
2026,80,"male",13446.0931966022
2026,81,"male",12069.8794862255
2026,82,"male",11010.4919537773
2026,83,"male",8911.51852500135
2026,84,"male",9287.74961129138
2026,85,"male",8317.30509721133
2026,86,"male",6941.09138683465
2026,87,"male",5574.77849451823
2026,88,"male",4683.70486909448
2026,89,"male",3792.63124367073
2026,90,"male",3059.75803314733
2026,91,"male",2445.90731341097
2026,92,"male",1960.76722845804
2026,93,"male",1445.92468932431
2026,94,"male",1119.1976933356
2026,95,"male",2624.12203849572
2027,0,"male",32598.8395957351
2027,1,"male",32609.7451164875
2027,2,"male",32740.6113655166
2027,3,"male",32282.5794939147
2027,4,"male",32773.3279277739
2027,5,"male",34834.4089747037
2027,6,"male",35924.9610499465
2027,7,"male",35575.9843858688
2027,8,"male",36797.4027101407
2027,9,"male",36808.3082308931
2027,10,"male",37437.9209818087
2027,11,"male",38081.346706202
2027,12,"male",38692.0558683379
2027,13,"male",38975.599407901
2027,14,"male",39738.985860571
2027,15,"male",36557.9681466181
2027,16,"male",37191.7598688543
2027,17,"male",37914.6785520299
2027,18,"male",38053.3204912691
2027,19,"male",38568.276265586
2027,20,"male",37320.09941533
2027,21,"male",34933.4774612843
2027,22,"male",34319.491730368
2027,23,"male",34210.5587781087
2027,24,"male",33467.8341036132
2027,25,"male",33070.3015254867
2027,26,"male",34060.6010914807
2027,27,"male",34743.9077920166
2027,28,"male",34149.7280524202
2027,29,"male",35278.6695576534
2027,30,"male",36028.4308717301
2027,31,"male",37969.4180210784
2027,32,"male",38949.8145914125
2027,33,"male",39831.1812051472
2027,34,"male",41435.4665020576
2027,35,"male",42780.3570253661
2027,36,"male",43305.2157953429
2027,37,"male",42968.513942905
2027,38,"male",41651.4155201329
2027,39,"male",41255.2956937353
2027,40,"male",40310.6992197908
2027,41,"male",38498.4510140217
2027,42,"male",37557.6664263274
2027,43,"male",37161.5465999298
2027,44,"male",36290.082981855
2027,45,"male",34923.5183844109
2027,46,"male",34022.3457793563
2027,47,"male",33041.9492090222
2027,48,"male",31883.2987168092
2027,49,"male",30457.2673417777
2027,50,"male",30586.1856484961
2027,51,"male",30071.2298741792
2027,52,"male",30081.1328698391
2027,53,"male",30922.8875009341
2027,54,"male",31546.7762275103
2027,55,"male",32250.5079257648
2027,56,"male",32349.5378823642
2027,57,"male",31091.8574335517
2027,58,"male",30963.1184899725
2027,59,"male",30151.0728458574
2027,60,"male",29409.7800585388
2027,61,"male",29290.9441106195
2027,62,"male",29498.9070194783
2027,63,"male",30053.4747764349
2027,64,"male",30221.8257026539
2027,65,"male",29830.141926962
2027,66,"male",29008.193287187
2027,67,"male",27631.6768904553
2027,68,"male",27007.788163879
2027,69,"male",25690.6897411069
2027,70,"male",24703.0150749587
2027,71,"male",23762.2304872643
2027,72,"male",22722.4159429706
2027,73,"male",21811.340342256
2027,74,"male",20593.2718760834
2027,75,"male",19778.5019339089
2027,76,"male",18976.3592854537
2027,77,"male",18382.1795458573
2027,78,"male",17342.3650015635
2027,79,"male",16807.6032359267
2027,80,"male",16122.7448733737
2027,81,"male",12805.2413272936
2027,82,"male",11418.821934902
2027,83,"male",10339.3954079685
2027,84,"male",8289.47530636078
2027,85,"male",8546.81286885558
2027,86,"male",7556.51330286154
2027,87,"male",6229.51188442951
2027,88,"male",4912.41346165743
2027,89,"male",4060.75583490255
2027,90,"male",3218.81961284689
2027,91,"male",2535.512912311
2027,92,"male",1980.94515535433
2027,93,"male",1545.21334631695
2027,94,"male",1109.48153727957
2027,95,"male",2713.76683418992
2028,0,"male",32981.5457884812
2028,1,"male",33025.723753127
2028,2,"male",33191.3911205487
2028,3,"male",33379.1474702933
2028,4,"male",32970.5012973198
2028,5,"male",33495.5392315769
2028,6,"male",35582.9480610902
2028,7,"male",36698.4416683962
2028,8,"male",36356.0624423914
2028,9,"male",37593.0454524733
2028,10,"male",37601.8184700791
2028,11,"male",38253.4434486044
2028,12,"male",38905.0684271296
2028,13,"male",39545.6489144935
2028,14,"male",39876.9836493369
2028,15,"male",36534.6752332565
2028,16,"male",37079.4645947337
2028,17,"male",37832.264439684
2028,18,"male",38575.1590235165
2028,19,"male",38664.3063735764
2028,20,"male",39035.586992402
2028,21,"male",37658.7556970324
2028,22,"male",35172.535156473
2028,23,"male",34538.5984449359
2028,24,"male",34409.8300504049
2028,25,"male",33717.0697305599
2028,26,"male",33261.4277191426
2028,27,"male",34311.3853976259
2028,28,"male",35064.1852425762
2028,29,"male",34539.2064033345
2028,30,"male",35779.1144526849
2028,31,"male",36452.6722086931
2028,32,"male",38374.2928655398
2028,33,"male",39364.8189773165
2028,34,"male",40246.3872167978
2028,35,"male",41846.4473565557
2028,36,"male",43213.3733908076
2028,37,"male",43718.5417078137
2028,38,"male",43371.8575686918
2028,39,"male",42014.8367955578
2028,40,"male",41543.2351702872
2028,41,"male",40602.2353640994
2028,42,"male",38749.951535077
2028,43,"male",37759.4254233003
2028,44,"male",37303.7834118831
2028,45,"male",36361.9722404391
2028,46,"male",34985.1409450695
2028,47,"male",34044.1411388817
2028,48,"male",33023.8992437517
2028,49,"male",31825.3626485019
2028,50,"male",30364.050519944
2028,51,"male",30492.818914475
2028,52,"male",29967.8400752333
2028,53,"male",29977.7453363511
2028,54,"male",30819.6925313613
2028,55,"male",31444.2016102421
2028,56,"male",32147.4751496035
2028,57,"male",32246.5277607812
2028,58,"male",30998.4648599425
2028,59,"male",30869.6964654116
2028,60,"male",30066.2111065612
2028,61,"male",29313.4112616109
2028,62,"male",29184.6428670799
2028,63,"male",29382.7480894353
2028,64,"male",29907.7269286769
2028,65,"male",30052.0875231239
2028,66,"male",29636.0665561777
2028,67,"male",28794.1193611676
2028,68,"male",27387.5722824447
2028,69,"male",26733.8250486721
2028,70,"male",25390.9989823093
2028,71,"male",24370.7570871793
2028,72,"male",23409.9467587559
2028,73,"male",22330.2732969194
2028,74,"male",21389.2734907315
2028,75,"male",20139.1085077602
2028,76,"male",19287.2560516322
2028,77,"male",18435.4035955043
2028,78,"male",17791.5616228495
2028,79,"male",16711.8881610129
2028,80,"male",16116.3752237029
2028,81,"male",15373.4806398704
2028,82,"male",12134.4602543607
2028,83,"male",10727.9131756378
2028,84,"male",9628.42919156567
2028,85,"male",7637.36343167583
2028,86,"male",7785.94234844233
2028,87,"male",6785.51097554789
2028,88,"male",5497.82703023821
2028,89,"male",4259.66939051737
2028,90,"male",3447.29786235867
2028,91,"male",2674.68749517286
2028,92,"male",2060.56130587132
2028,93,"male",1575.20351110075
2028,94,"male",1198.80358862562
2028,95,"male",2763.83484523276
2029,0,"male",33336.350606912
2029,1,"male",33381.0313699021
2029,2,"male",33570.9246126099
2029,3,"male",33805.4986183078
2029,4,"male",34051.2428147533
2029,5,"male",33661.8453720757
2029,6,"male",34198.0145279566
2029,7,"male",36320.3507699854
2029,8,"male",37459.7102262324
2029,9,"male",37113.4343130593
2029,10,"male",38362.793954074
2029,11,"male",38385.134335569
2029,12,"male",39044.1755896727
2029,13,"male",39736.7274160189
2029,14,"male",40418.1090516176
2029,15,"male",36231.7932590407
2029,16,"male",37083.9587131844
2029,17,"male",37737.9461547366
2029,18,"male",38520.7493044732
2029,19,"male",39214.3723485437
2029,20,"male",39181.5861691857
2029,21,"male",39389.6730824068
2029,22,"male",37923.1557892293
2029,23,"male",35416.203929946
2029,24,"male",34772.1253890234
2029,25,"male",34677.8908435868
2029,26,"male",33934.7232963684
2029,27,"male",33528.4583705557
2029,28,"male",34658.0730423276
2029,29,"male",35490.4206952122
2029,30,"male",35052.7901730919
2029,31,"male",36231.9493480117
2029,32,"male",36885.9367895639
2029,33,"male",38828.0813129612
2029,34,"male",39818.971375919
2029,35,"male",40692.6897289609
2029,36,"male",42317.7494322117
2029,37,"male",43655.4510172047
2029,38,"male",44140.9871480541
2029,39,"male",43754.5400235005
2029,40,"male",42328.3099277606
2029,41,"male",41852.6826975408
2029,42,"male",40861.792634583
2029,43,"male",38969.1926143336
2029,44,"male",37918.8491475983
2029,45,"male",37390.8742041812
2029,46,"male",36429.7108431122
2029,47,"male",35022.6469537121
2029,48,"male",34041.6657913838
2029,49,"male",32981.413424019
2029,50,"male",31751.3967430556
2029,51,"male",30284.879449878
2029,52,"male",30403.786257433
2029,53,"male",29868.7056234358
2029,54,"male",29878.6145240653
2029,55,"male",30721.2250064369
2029,56,"male",31355.3946467299
2029,57,"male",32049.0176908004
2029,58,"male",32158.0155977257
2029,59,"male",30919.4030190285
2029,60,"male",30797.068248909
2029,61,"male",29974.629496654
2029,62,"male",29221.5530488061
2029,63,"male",29082.828439992
2029,64,"male",29261.1886513244
2029,65,"male",29753.5078514945
2029,66,"male",29872.4146590494
2029,67,"male",29426.5141307184
2029,68,"male",28544.621974686
2029,69,"male",27127.6491846563
2029,70,"male",26439.7736494408
2029,71,"male",25062.4364619295
2029,72,"male",24012.0929951942
2029,73,"male",23021.2029322364
2029,74,"male",21911.4060617236
2029,75,"male",20928.8672293914
2029,76,"male",19650.6190481758
2029,77,"male",18758.8179915138
2029,78,"male",17867.0169348517
2029,79,"male",17163.4849901517
2029,80,"male",16042.8920262985
2029,81,"male",15378.9956841168
2029,82,"male",14566.4658324914
2029,83,"male",11415.4354322855
2029,84,"male",10008.3715428854
2029,85,"male",8878.67663777829
2029,86,"male",6966.25881626971
2029,87,"male",6995.98551815844
2029,88,"male",6005.09545520062
2029,89,"male",4776.39177713293
2029,90,"male",3626.85547596472
2029,91,"male",2873.77902811678
2029,92,"male",2170.24708341673
2029,93,"male",1635.16644941951
2029,94,"male",1218.99262297723
2029,95,"male",2863.8701274872
2030,0,"male",33341.3692614801
2030,1,"male",33386.0500244701
2030,2,"male",33585.943267178
2030,3,"male",33840.5172728759
2030,4,"male",34116.2614693213
2030,5,"male",34333.9864566233
2030,6,"male",34050.1556125042
2030,7,"male",34762.491854533
2030,8,"male",36791.85131078
2030,9,"male",37775.5753976069
2030,10,"male",37603.9828823726
2030,11,"male",38726.3232638676
2030,12,"male",38815.3645179713
2030,13,"male",39497.9163443175
2030,14,"male",40229.2979799163
2030,15,"male",36356.1039904252
2030,16,"male",36818.2694445689
2030,17,"male",37792.2568861211
2030,18,"male",38485.0600358578
2030,19,"male",39208.6830799282
2030,20,"male",39746.4671472204
2030,21,"male",39534.5540604415
2030,22,"male",39668.036767264
2030,23,"male",38191.0849079807
2030,24,"male",35657.0063670581
2030,25,"male",35060.8337536666
2030,26,"male",34937.6662064482
2030,27,"male",34251.4012806355
2030,28,"male",33911.0159524074
2030,29,"male",35113.363605292
2030,30,"male",36069.6993569794
2030,31,"male",35568.8585318992
2030,32,"male",36732.8459734514
2030,33,"male",37394.9904968487
2030,34,"male",39345.8805598065
2030,35,"male",40318.1933188424
2030,36,"male",41203.2530220932
2030,37,"male",42800.9546070863
2030,38,"male",44126.4907379356
2030,39,"male",44580.0436133821
2030,40,"male",44121.7245085682
2030,41,"male",42676.0972783484
2030,42,"male",42155.2072153906
2030,43,"male",41132.6071951412
2030,44,"male",39162.2637284059
2030,45,"male",38030.0206713036
2030,46,"male",37478.8573102345
2030,47,"male",36481.7934208344
2030,48,"male",35030.8122585062
2030,49,"male",34020.5598911413
2030,50,"male",32913.4650387789
2030,51,"male",31676.9477456013
2030,52,"male",30185.8545531563
2030,53,"male",30300.773919159
2030,54,"male",29770.6828197886
2030,55,"male",29783.5165413914
2030,56,"male",30627.6861816844
2030,57,"male",31251.3092257549
2030,58,"male",31960.3071326803
2030,59,"male",32081.694553983
2030,60,"male",30843.4476099929
2030,61,"male",30711.0088577379
2030,62,"male",29897.93240989
2030,63,"male",29129.2078010759
2030,64,"male",28967.5680124083
2030,65,"male",29107.9156068059
2030,66,"male",29586.8224143608
2030,67,"male",29670.9218860298
2030,68,"male",29189.0297299974
2030,69,"male",28282.0569399677
2030,70,"male",26821.5566232993
2030,71,"male",26104.219435788
2030,72,"male",24703.8759690527
2030,73,"male",23622.9859060949
2030,74,"male",22593.1890355821
2030,75,"male",21449.667709037
2030,76,"male",20441.4195278214
2030,77,"male",19129.6184711594
2030,78,"male",18187.8174144973
2030,79,"male",17244.2854697973
2030,80,"male",16483.1329126401
2030,81,"male",15319.2365704583
2030,82,"male",14586.7067188329
2030,83,"male",13735.6763186271
2030,84,"male",10648.612429227
2030,85,"male",9238.86691726005
2030,86,"male",8116.44909575146
2030,87,"male",6256.17579764019
2030,88,"male",6195.28573468238
2030,89,"male",5226.58205661468
2030,90,"male",4076.98026625839
2030,91,"male",3023.90381841045
2030,92,"male",2340.37187371039
2030,93,"male",1725.29123971317
2030,94,"male",1269.11741327089
2030,95,"male",2943.99491778087
2031,0,"male",33350.3804542209
2031,1,"male",33385.061217211
2031,2,"male",33594.9544599188
2031,3,"male",33849.5284656167
2031,4,"male",34155.2726620622
2031,5,"male",34397.2711073518
2031,6,"male",34713.4402632328
2031,7,"male",34605.7765052616
2031,8,"male",35225.1359615086
2031,9,"male",37098.8600483355
2031,10,"male",38256.6962393518
2031,11,"male",37959.0366208468
2031,12,"male",39158.0778749505
2031,13,"male",39270.6297012967
2031,14,"male",39982.0113368954
2031,15,"male",36166.6904292559
2031,16,"male",36938.8558833996
2031,17,"male",37522.8433249518
2031,18,"male",38525.6464746885
2031,19,"male",39169.2695187589
2031,20,"male",39723.3957340412
2031,21,"male",40111.4826472623
2031,22,"male",39824.9653540848
2031,23,"male",39938.0134948015
2031,24,"male",38433.9349538789
2031,25,"male",35974.5994997145
2031,26,"male",35321.4319524961
2031,27,"male",35245.1670266834
2031,28,"male",34624.7816984553
2031,29,"male",34357.1293513399
2031,30,"male",35697.844867312
2031,31,"male",36567.0040422318
2031,32,"male",36060.9914837839
2031,33,"male",37233.1360071812
2031,34,"male",37894.0260701391
2031,35,"male",39819.4954727713
2031,36,"male",40814.5551760222
2031,37,"male",41672.2567610152
2031,38,"male",43257.7928918646
2031,39,"male",44561.345767311
2031,40,"male",44935.7732570527
2031,41,"male",44470.146026833
2031,42,"male",42979.2559638752
2031,43,"male",42416.6559436257
2031,44,"male",41326.3124768904
2031,45,"male",39265.508551577
2031,46,"male",38114.3451905079
2031,47,"male",37527.2813011078
2031,48,"male",36486.3001387796
2031,49,"male",34996.0477714147
2031,50,"male",33944.7060162129
2031,51,"male",32838.1887230353
2031,52,"male",31577.0955305902
2031,53,"male",30092.014896593
2031,54,"male",30201.9237972226
2031,55,"male",29674.8914623641
2031,56,"male",29689.0611026571
2031,57,"male",30542.6841467276
2031,58,"male",31171.682053653
2031,59,"male",31883.0694749557
2031,60,"male",32007.2752266432
2031,61,"male",30764.8364743882
2031,62,"male",30631.7600265403
2031,63,"male",29803.0354177262
2031,64,"male",29011.3956290586
2031,65,"male",28820.5602599927
2031,66,"male",28939.4670675477
2031,67,"male",29383.5665392167
2031,68,"male",29431.6743831842
2031,69,"male",28924.7015931545
2031,70,"male",27972.6264076144
2031,71,"male",26495.2892201031
2031,72,"male",25734.9457533678
2031,73,"male",24304.05569041
2031,74,"male",23194.2588198972
2031,75,"male",22130.1479968243
2031,76,"male",20951.8998156088
2031,77,"male",19900.0987589467
2031,78,"male",18548.2977022847
2031,79,"male",17564.7657575846
2031,80,"male",16573.277444445
2031,81,"male",15759.3811022633
2031,82,"male",14546.8512506379
2031,83,"male",13765.820850432
2031,84,"male",12828.7569610319
2031,85,"male",9848.9810849491
2031,86,"male",8446.56326344051
2031,87,"male",7306.28996532925
2031,88,"male",5555.39990237143
2031,89,"male",5396.69622430373
2031,90,"male",4467.05514043458
2031,91,"male",3403.97869258664
2031,92,"male",2470.44674788659
2031,93,"male",1865.36611388937
2031,94,"male",1339.19228744709
2031,95,"male",3044.06979195706
2032,0,"male",33374.5856775
2032,1,"male",33399.2664404901
2032,2,"male",33589.1596831979
2032,3,"male",33853.7336888958
2032,4,"male",34169.4778853413
2032,5,"male",34433.4706110251
2032,6,"male",34779.6397669061
2032,7,"male",35271.9760089349
2032,8,"male",35061.3354651819
2032,9,"male",35535.0595520088
2032,10,"male",37572.6291392754
2032,11,"male",38614.9695207704
2032,12,"male",38374.0107748741
2032,13,"male",39596.5626012203
2032,14,"male",39747.9442368191
2032,15,"male",35926.2974340436
2032,16,"male",36738.4628881873
2032,17,"male",37632.4503297394
2032,18,"male",38245.2534794761
2032,19,"male",39208.8765235466
2032,20,"male",39661.9624078909
2032,21,"male",40090.049321112
2032,22,"male",40403.5320279345
2032,23,"male",40106.5801686512
2032,24,"male",40192.5016277286
2032,25,"male",38761.0235145368
2032,26,"male",36227.8559673185
2032,27,"male",35621.5910415058
2032,28,"male",35621.2057132777
2032,29,"male",35073.5533661622
2032,30,"male",34950.9794388005
2032,31,"male",36190.1386137203
2032,32,"male",37044.1260552724
2032,33,"male",36536.2705786697
2032,34,"male",37717.1606416276
2032,35,"male",38359.4364779382
2032,36,"male",40304.496181189
2032,37,"male",41282.1977661821
2032,38,"male",42127.7338970314
2032,39,"male",43691.2867724778
2032,40,"male",44902.3293396789
2032,41,"male",45266.7021094591
2032,42,"male",44755.8120465013
2032,43,"male",43233.2120262519
2032,44,"male",42602.8685595166
2032,45,"male",41408.0695623713
2032,46,"male",39346.9062013022
2032,47,"male",38159.8423119021
2032,48,"male",37538.8611495739
2032,49,"male",36458.608782209
2032,50,"male",34915.2851390154
2032,51,"male",33868.7678458378
2032,52,"male",32737.6746533927
2032,53,"male",31472.5940193955
2032,54,"male",29992.5029200251
2032,55,"male",30115.5330921514
2032,56,"male",29589.7027324444
2032,57,"male",29603.3257765149
2032,58,"male",30462.3236834402
2032,59,"male",31103.711104743
2032,60,"male",31819.0614477467
2032,61,"male",31926.6226954917
2032,62,"male",30683.5462476438
2032,63,"male",30534.8216388297
2032,64,"male",29683.1818501621
2032,65,"male",28871.7944314799
2032,66,"male",28670.7012390349
2032,67,"male",28754.8007107038
2032,68,"male",29162.9085546714
2032,69,"male",29175.9357646417
2032,70,"male",28613.1256402948
2032,71,"male",27635.7884527835
2032,72,"male",26135.4449860482
2032,73,"male",25334.5549230903
2032,74,"male",23874.7580525776
2032,75,"male",22730.3721311251
2032,76,"male",21632.1239499095
2032,77,"male",20410.3228932475
2032,78,"male",19308.5218365855
2032,79,"male",17924.9898918854
2032,80,"male",16893.3448926206
2032,81,"male",15849.4485504389
2032,82,"male",14966.9186988135
2032,83,"male",13735.8882986076
2032,84,"male",12868.8244092075
2032,85,"male",11879.034363204
2032,86,"male",9016.6165416954
2032,87,"male",7616.34324358414
2032,88,"male",6485.45318062632
2032,89,"male",4846.74950255862
2032,90,"male",4617.09008171681
2032,91,"male",3734.01363386887
2032,92,"male",2780.48168916882
2032,93,"male",1965.4010551716
2032,94,"male",1449.22722872931
2032,95,"male",3174.10473323929
2033,0,"male",33434.5856775
2033,1,"male",33429.2664404901
2033,2,"male",33599.1596831979
2033,3,"male",33843.7336888958
2033,4,"male",34159.4778853413
2033,5,"male",34443.4706110251
2033,6,"male",34809.6397669061
2033,7,"male",35331.9760089349
2033,8,"male",35721.3354651819
2033,9,"male",35365.0595520088
2033,10,"male",36002.6291392754
2033,11,"male",37924.9695207704
2033,12,"male",39024.0107748741
2033,13,"male",38816.5626012203
2033,14,"male",40077.9442368191
2033,15,"male",35686.2974340436
2033,16,"male",36488.4628881873
2033,17,"male",37432.4503297394
2033,18,"male",38355.2534794761
2033,19,"male",38918.8765235466
2033,20,"male",39691.9624078909
2033,21,"male",40030.049321112
2033,22,"male",40383.5320279345
2033,23,"male",40686.5801686512
2033,24,"male",40362.5016277286
2033,25,"male",40521.0235145368
2033,26,"male",39007.8559673185
2033,27,"male",36531.5910415058
2033,28,"male",36001.2057132777
2033,29,"male",36063.5533661622
2033,30,"male",35660.9794388005
2033,31,"male",35430.1386137203
2033,32,"male",36664.1260552724
2033,33,"male",37516.2705786697
2033,34,"male",37017.1606416276
2033,35,"male",38169.4364779382
2033,36,"male",38844.496181189
2033,37,"male",40772.1977661821
2033,38,"male",41737.7338970314
2033,39,"male",42551.2867724778
2033,40,"male",44022.3293396789
2033,41,"male",45236.7021094591
2033,42,"male",45555.8120465013
2033,43,"male",45013.2120262519
2033,44,"male",43412.8685595166
2033,45,"male",42678.0695623713
2033,46,"male",41486.9062013022
2033,47,"male",39389.8423119021
2033,48,"male",38168.8611495739
2033,49,"male",37498.608782209
2033,50,"male",36375.2851390154
2033,51,"male",34838.7678458378
2033,52,"male",33757.6746533928
2033,53,"male",32642.5940193955
2033,54,"male",31382.5029200251
2033,55,"male",29905.5330921514
2033,56,"male",30029.7027324444
2033,57,"male",29513.3257765149
2033,58,"male",29532.3236834402
2033,59,"male",30393.711104743
2033,60,"male",31039.0614477467
2033,61,"male",31736.6226954917
2033,62,"male",31843.5462476438
2033,63,"male",30594.8216388297
2033,64,"male",30423.1818501621
2033,65,"male",29541.7944314799
2033,66,"male",28720.7012390349
2033,67,"male",28484.8007107038
2033,68,"male",28542.9085546714
2033,69,"male",28905.9357646417
2033,70,"male",28863.1256402948
2033,71,"male",28275.7884527835
2033,72,"male",27265.4449860482
2033,73,"male",25734.5549230903
2033,74,"male",24894.7580525776
2033,75,"male",23400.3721311251
2033,76,"male",22222.1239499095
2033,77,"male",21080.3228932475
2033,78,"male",19828.5218365855
2033,79,"male",18674.9898918854
2033,80,"male",17253.3448926206
2033,81,"male",16169.4485504389
2033,82,"male",15076.9186988135
2033,83,"male",14145.8882986076
2033,84,"male",12858.8244092075
2033,85,"male",11929.034363204
2033,86,"male",10876.6165416954
2033,87,"male",8136.34324358414
2033,88,"male",6765.45318062632
2033,89,"male",5666.74950255862
2033,90,"male",4147.09008171681
2033,91,"male",3874.01363386887
2033,92,"male",3060.48168916882
2033,93,"male",2225.4010551716
2033,94,"male",1529.22722872931
2033,95,"male",3344.10473323929
2034,0,"male",33524.5856775
2034,1,"male",33479.2664404901
2034,2,"male",33629.1596831979
2034,3,"male",33853.7336888958
2034,4,"male",34159.4778853413
2034,5,"male",34443.4706110251
2034,6,"male",34819.6397669061
2034,7,"male",35361.9760089349
2034,8,"male",35791.3354651819
2034,9,"male",36025.0595520088
2034,10,"male",35842.6291392754
2034,11,"male",36354.9695207704
2034,12,"male",38344.0107748741
2034,13,"male",39466.5626012203
2034,14,"male",39297.9442368191
2034,15,"male",36016.2974340436
2034,16,"male",36258.4628881873
2034,17,"male",37182.4503297394
2034,18,"male",38155.2534794761
2034,19,"male",39028.8765235466
2034,20,"male",39411.9624078909
2034,21,"male",40070.049321112
2034,22,"male",40333.5320279345
2034,23,"male",40676.5801686512
